split,index,image_id
train,206,MY_171293
train,207,EO_74387
train,208,MMY_931130
train,209,ERB_28262
train,210,MO_371751
train,211,BNE_345442
train,212,MMY_237696
train,213,MO_441309
train,214,EO_273049
train,215,EO_689044
train,216,SNE_813985
train,217,EO_7922
train,218,MMY_656575
train,219,MY_922099
train,220,PMY_500571
train,221,ERB_718674
train,222,MY_678133
train,223,BNE_203314
train,224,BNE_200354
train,225,MY_973096
train,226,MMY_170138
train,227,EO_927123
train,228,PLATELET_281435
train,229,MO_905158
train,230,BNE_536163
train,231,BNE_212334
train,232,EO_101852
train,233,MY_248301
train,234,MMY_822688
train,235,PLATELET_610485
train,236,EO_345534
train,237,PLATELET_683999
train,238,MY_318075
train,239,MO_634829
train,240,BNE_953017
train,241,EO_212509
train,242,EO_389300
train,243,EO_626307
train,244,PLATELET_819129
train,245,MO_546259
train,246,EO_836401
train,247,PLATELET_942537
train,248,BNE_949649
train,249,BA_594501
train,250,MMY_958575
train,251,MMY_411724
train,252,BNE_560375
train,253,BNE_158778
train,254,MO_41924
train,255,BA_827257
train,256,SNE_863552
train,257,PLATELET_697999
train,258,MMY_504572
train,259,MY_904011
train,260,EO_424918
train,261,BNE_162618
train,262,ERB_570468
train,263,MO_716428
train,264,BNE_114654
train,265,IG_934454
train,266,LY_472472
train,267,ERB_8990
train,268,MY_424239
train,269,PMY_458308
train,270,ERB_398533
train,271,PLATELET_785071
train,272,MY_765356
train,273,MO_506372
train,274,IG_562106
train,275,SNE_460781
train,276,BA_201984
train,277,ERB_723032
train,278,ERB_878481
train,279,BA_884046
train,280,MO_761533
train,281,MO_162174
train,282,PLATELET_365290
train,283,ERB_436065
train,284,SNE_401509
train,285,ERB_59638
train,286,MO_641336
train,287,ERB_413359
train,288,EO_612498
train,289,LY_962901
train,290,PLATELET_551827
train,291,MY_793805
train,292,MO_509282
train,293,EO_553112
train,294,SNE_280544
train,295,BA_712840
train,296,MY_164630
train,297,LY_727634
train,298,MO_348475
train,299,EO_232961
train,300,PLATELET_521116
train,301,SNE_886311
train,302,BA_35708
train,303,MO_11595
train,304,BA_830805
train,305,PLATELET_735881
train,306,SNE_352995
train,307,EO_486225
train,308,ERB_20087
train,309,MO_771055
train,310,PLATELET_310105
train,311,ERB_35048
train,312,EO_780772
train,313,ERB_215260
train,314,BNE_93736
train,315,BNE_564586
train,316,PMY_601121
train,317,MO_648815
train,318,PLATELET_910320
train,319,PMY_326172
train,320,BNE_115235
train,321,EO_341403
train,322,BNE_115261
train,323,PLATELET_194436
train,324,SNE_517174
train,325,EO_419430
train,326,MO_732547
train,327,MMY_514048
train,328,MMY_325455
train,329,LY_193962
train,330,PMY_759622
train,331,MY_984786
train,332,EO_987324
train,333,ERB_573642
train,334,EO_621495
train,335,PLATELET_986844
train,336,SNE_330099
train,337,ERB_659279
train,338,PLATELET_160909
train,339,MY_137100
train,340,LY_433828
train,341,SNE_113678
train,342,EO_242314
train,343,BA_936898
train,344,BNE_864540
train,345,EO_189266
train,346,MY_256477
train,347,ERB_406256
train,348,EO_444788
train,349,MO_613573
train,350,ERB_47462
train,351,EO_230357
train,352,PLATELET_91328
train,353,LY_732043
train,354,MY_105400
train,355,MMY_493957
train,356,EO_188271
train,357,EO_372511
train,358,BNE_764108
train,359,PLATELET_586921
train,360,MMY_21572
train,361,EO_507083
train,362,MMY_755487
train,363,MO_516178
train,364,SNE_158302
train,365,SNE_282692
train,366,BNE_481801
train,367,ERB_321019
train,368,MY_741666
train,369,PLATELET_312111
train,370,MY_739359
train,371,PLATELET_397370
train,372,EO_733627
train,373,BNE_863056
train,374,MMY_953045
train,375,ERB_336934
train,376,SNE_650007
train,377,PLATELET_503123
train,378,PLATELET_142129
train,379,MMY_943233
train,380,LY_482766
train,381,ERB_852490
train,382,IG_575783
train,383,EO_545473
train,384,BNE_871991
train,385,ERB_478940
train,386,LY_92946
train,387,MMY_556440
train,388,SNE_922719
train,389,EO_803345
train,390,BA_330726
train,391,MY_282919
train,392,EO_453294
train,393,BA_275300
train,394,LY_877960
train,395,LY_918465
train,396,MMY_989985
train,397,PMY_84560
train,398,MY_968942
train,399,MMY_434567
train,400,PLATELET_558374
train,401,EO_195225
train,402,MY_309193
train,403,BNE_895939
train,404,LY_508185
train,405,MO_431284
train,406,LY_602832
train,407,EO_669624
train,408,LY_169448
train,409,PMY_151048
train,410,BA_922284
train,411,SNE_648700
train,412,LY_554492
train,413,PLATELET_560041
train,414,MY_125978
train,415,EO_168745
train,416,BNE_458029
train,417,SNE_105096
train,418,MY_627853
train,419,EO_678945
train,420,MMY_998145
train,421,BA_970287
train,422,MO_348717
train,423,EO_582940
train,424,MO_222303
train,425,BNE_108207
train,426,MO_906623
train,427,EO_48767
train,428,LY_476874
train,429,MMY_86501
train,430,BA_417832
train,431,PLATELET_230198
train,432,PLATELET_9371
train,433,ERB_896784
train,434,ERB_271287
train,435,MY_454723
train,436,EO_187981
train,437,EO_876019
train,438,EO_929125
train,439,ERB_878903
train,440,PLATELET_976216
train,441,MY_785566
train,442,PLATELET_116013
train,443,PMY_148623
train,444,PMY_577498
train,445,EO_544087
train,446,EO_568882
train,447,BA_772530
train,448,EO_522315
train,449,LY_779564
train,450,BA_236251
train,451,EO_854638
train,452,BNE_538408
train,453,MY_649409
train,454,BA_883361
train,455,MO_372222
train,456,BNE_343542
train,457,SNE_742877
train,458,PLATELET_197797
train,459,SNE_119358
train,460,ERB_925839
train,461,BA_532316
train,462,ERB_180105
train,463,EO_232945
train,464,MY_333798
train,465,PLATELET_287486
train,466,ERB_452211
train,467,EO_390633
train,468,SNE_243234
train,469,EO_364257
train,470,SNE_691743
train,471,BA_961010
train,472,SNE_873947
train,473,PLATELET_335775
train,474,BA_153085
train,475,PLATELET_835636
train,476,BNE_787071
train,477,MO_973825
train,478,MO_773253
train,479,BNE_314545
train,480,MO_794734
train,481,EO_56116
train,482,ERB_977142
train,483,MO_559563
train,484,SNE_198471
train,485,PLATELET_144282
train,486,BA_729979
train,487,SNE_554543
train,488,ERB_154433
train,489,ERB_951815
train,490,BA_446850
train,491,PLATELET_565553
train,492,MY_357655
train,493,BA_848804
train,494,BNE_659430
train,495,BNE_664333
train,496,MO_881516
train,497,MO_173558
train,498,PLATELET_745315
train,499,PLATELET_52796
train,500,PLATELET_798037
train,501,BNE_827980
train,502,PLATELET_518092
train,503,SNE_960056
train,504,LY_322867
train,505,MY_897327
train,506,EO_583633
train,507,PLATELET_759253
train,508,ERB_72526
train,509,PMY_218425
train,510,LY_581500
train,511,SNE_182040
train,512,SNE_250922
train,513,MMY_617376
train,514,MMY_73482
train,515,BA_223705
train,516,EO_530891
train,517,SNE_148442
train,518,ERB_16822
train,519,PLATELET_851518
train,520,EO_583880
train,521,EO_850038
train,522,PLATELET_760783
train,523,PLATELET_548466
train,524,MO_762412
train,525,EO_212014
train,526,MY_708150
train,527,EO_554617
train,528,EO_489916
train,529,PLATELET_122799
train,530,MO_479670
train,531,BA_401869
train,532,ERB_510232
train,533,BNE_105090
train,534,IG_729010
train,535,MO_65093
train,536,BNE_980007
train,537,MMY_824858
train,538,LY_722642
train,539,MO_614447
train,540,PLATELET_774356
train,541,MMY_389066
train,542,BNE_589405
train,543,EO_128458
train,544,MO_438972
train,545,BNE_676841
train,546,LY_448631
train,547,SNE_948647
train,548,MY_90421
train,549,LY_646786
train,550,ERB_92771
train,551,EO_724995
train,552,PLATELET_272811
train,553,EO_60977
train,554,BNE_718921
train,555,BNE_68390
train,556,MY_470101
train,557,PLATELET_150977
train,558,EO_358508
train,559,MO_333557
train,560,IG_660628
train,561,PLATELET_402823
train,562,BA_25610
train,563,EO_431937
train,564,MMY_119030
train,565,LY_709042
train,566,BNE_51248
train,567,BNE_690093
train,568,EO_303550
train,569,EO_703501
train,570,SNE_649885
train,571,PMY_542512
train,572,MY_709733
train,573,MY_780285
train,574,PLATELET_577482
train,575,MMY_292730
train,576,BNE_608977
train,577,PLATELET_872783
train,578,EO_642065
train,579,MO_111934
train,580,PLATELET_227019
train,581,EO_151527
train,582,BNE_499517
train,583,MY_175725
train,584,PLATELET_147287
train,585,BA_904489
train,586,SNE_204075
train,587,SNE_621496
train,588,SNE_425270
train,589,ERB_401367
train,590,BNE_903013
train,591,EO_742488
train,592,EO_410004
train,593,PLATELET_556306
train,594,BNE_94135
train,595,MO_321941
train,596,ERB_304984
train,597,ERB_552922
train,598,EO_630713
train,599,BNE_854066
train,600,PMY_941302
train,601,PLATELET_260616
train,602,BNE_725331
train,603,PLATELET_810431
train,604,MO_991562
train,605,BNE_45719
train,606,MMY_636029
train,607,LY_195785
train,608,MY_8959
train,609,PMY_574657
train,610,LY_726808
train,611,PLATELET_368828
train,612,BNE_654014
train,613,SNE_395210
train,614,ERB_133607
train,615,LY_311010
train,616,LY_310881
train,617,PLATELET_315499
train,618,PMY_894120
train,619,EO_580840
train,620,BNE_64421
train,621,MMY_9004
train,622,IG_475530
train,623,ERB_977744
train,624,MO_26771
train,625,ERB_26343
train,626,EO_23944298
train,627,EO_606717
train,628,MO_104451
train,629,MY_403208
train,630,LY_373035
train,631,MO_693501
train,632,EO_255718
train,633,MMY_533676
train,634,MMY_957261
train,635,BNE_981987
train,636,EO_155983
train,637,MO_269792
train,638,SNE_692996
train,639,MY_902407
train,640,BA_434728
train,641,PMY_68804
train,642,MY_717957
train,643,PLATELET_916820
train,644,BA_433851
train,645,BNE_125774
train,646,ERB_604558
train,647,LY_311593
train,648,MY_70054
train,649,MMY_184137
train,650,ERB_115599
train,651,MO_102400
train,652,PLATELET_657163
train,653,PMY_984217
train,654,MMY_704276
train,655,ERB_497955
train,656,BA_74809
train,657,BA_944690
train,658,MMY_493309
train,659,MMY_888389
train,660,BNE_271935
train,661,EO_717329
train,662,PLATELET_693212
train,663,EO_473999
train,664,ERB_129396
train,665,MO_620684
train,666,MY_497800
train,667,EO_215945
train,668,LY_19758
train,669,PLATELET_649714
train,670,ERB_857402
train,671,LY_960788
train,672,ERB_889605
train,673,SNE_361921
train,674,LY_951374
train,675,MO_633497
train,676,MO_805320
train,677,SNE_218093
train,678,SNE_927416
train,679,EO_432369
train,680,BA_168028
train,681,ERB_236261
train,682,MMY_663453
train,683,EO_893211
train,684,BNE_370832
train,685,EO_482398
train,686,MMY_259996
train,687,BNE_349232
train,688,MY_565015
train,689,SNE_210712
train,690,EO_911566
train,691,SNE_465183
train,692,SNE_309954
train,693,PMY_637323
train,694,BA_417333
train,695,MO_611239
train,696,MY_73334
train,697,BNE_242171
train,698,LY_904936
train,699,MMY_81901
train,700,BNE_896296
train,701,ERB_659150
train,702,BNE_719511
train,703,ERB_207799
train,704,EO_564456
train,705,PLATELET_32162
train,706,SNE_599996
train,707,BNE_612838
train,708,PLATELET_671122
train,709,BNE_943597
train,710,BNE_174167
train,711,PLATELET_770568
train,712,BA_960438
train,713,EO_30192
train,714,EO_281130
train,715,SNE_140435
train,716,EO_74854
train,717,SNE_530476
train,718,MY_437099
train,719,BA_736576
train,720,MMY_680963
train,721,EO_166195
train,722,EO_452455
train,723,ERB_59475
train,724,LY_974550
train,725,PLATELET_230602
train,726,BNE_316618
train,727,EO_958160
train,728,EO_983566
train,729,PLATELET_559365
train,730,SNE_541817
train,731,PMY_805423
train,732,EO_835323
train,733,SNE_983818
train,734,PLATELET_911337
train,735,EO_469614
train,736,MO_907857
train,737,EO_511334
train,738,ERB_65895
train,739,LY_979614
train,740,PLATELET_459305
train,741,MMY_808166
train,742,ERB_74661
train,743,SNE_110866
train,744,SNE_226369
train,745,LY_414639
train,746,PLATELET_383154
train,747,MO_913613
train,748,ERB_975552
train,749,BNE_918305
train,750,LY_793893
train,751,EO_182479
train,752,ERB_652382
train,753,EO_72747
train,754,MO_724779
train,755,PLATELET_356336
train,756,MO_62355
train,757,MMY_368200
train,758,BA_544516
train,759,EO_565721
train,760,LY_446643
train,761,MO_745330
train,762,BA_868292
train,763,BA_176200
train,764,PMY_827546
train,765,PMY_12240
train,766,EO_845753
train,767,EO_731325
train,768,MMY_408357
train,769,MO_905340
train,770,PLATELET_548022
train,771,MMY_39101
train,772,LY_185090
train,773,BA_208485
train,774,ERB_491843
train,775,MMY_318052
train,776,MY_916802
train,777,PLATELET_448287
train,778,MY_604411
train,779,BA_713194
train,780,MMY_136680
train,781,MMY_39970
train,782,SNE_688907
train,783,BNE_38320
train,784,SNE_459251
train,785,BNE_688321
train,786,SNE_476747
train,787,ERB_636901
train,788,MO_89535
train,789,MO_307973
train,790,ERB_537035
train,791,ERB_645898
train,792,PLATELET_443691
train,793,SNE_965430
train,794,MY_481076
train,795,MMY_813028
train,796,MMY_94277
train,797,BNE_923268
train,798,BNE_592877
train,799,BA_366598
train,800,PLATELET_838002
train,801,LY_965640
train,802,MO_338729
train,803,SNE_860061
train,804,EO_325473
train,805,SNE_886868
train,806,PLATELET_212419
train,807,EO_526573
train,808,LY_440047
train,809,BNE_270323
train,810,BA_786369
train,811,SNE_901811
train,812,LY_13652
train,813,BNE_102779
train,814,MO_596170
train,815,MY_594667
train,816,MMY_16200579
train,817,MMY_515058
train,818,LY_393334
train,819,MO_444848
train,820,LY_427101
train,821,BA_386305
train,822,EO_216577
train,823,MO_139718
train,824,LY_29236
train,825,PLATELET_98108
train,826,MY_530679
train,827,EO_523868
train,828,MO_483350
train,829,IG_504355
train,830,BA_655272
train,831,EO_383975
train,832,SNE_197208
train,833,BNE_464962
train,834,ERB_32413
train,835,PLATELET_292635
train,836,PLATELET_536215
train,837,ERB_232331
train,838,MY_756843
train,839,MO_698675
train,840,SNE_807733
train,841,PLATELET_535754
train,842,PMY_930801
train,843,MO_987913
train,844,MY_142994
train,845,MY_925992
train,846,MMY_154081
train,847,MO_429133
train,848,EO_747341
train,849,BNE_748706
train,850,ERB_12121
train,851,PLATELET_301487
train,852,EO_649430
train,853,ERB_132298
train,854,PLATELET_415073
train,855,ERB_233840
train,856,MO_960407
train,857,EO_473251
train,858,SNE_943120
train,859,ERB_379201
train,860,PMY_259339
train,861,EO_373666
train,862,EO_680435
train,863,EO_66567
train,864,EO_262665
train,865,BNE_669262
train,866,EO_418576
train,867,ERB_852129
train,868,SNE_504699
train,869,BNE_777460
train,870,ERB_837626
train,871,SNE_189684
train,872,PLATELET_320057
train,873,SNE_293050
train,874,PLATELET_336134
train,875,MY_583276
train,876,EO_104682
train,877,PLATELET_661879
train,878,MMY_739324
train,879,BNE_29625
train,880,PMY_427846
train,881,PMY_845030
train,882,ERB_38232
train,883,BA_42246
train,884,BNE_724027
train,885,PLATELET_433884
train,886,MO_145212
train,887,EO_225016
train,888,ERB_714037
train,889,SNE_716633
train,890,BNE_473636
train,891,EO_464030
train,892,MO_522395
train,893,PMY_131738
train,894,SNE_24189
train,895,LY_928141
train,896,MMY_363545
train,897,SNE_893571
train,898,PLATELET_189039
train,899,EO_743865
train,900,MMY_90174
train,901,PLATELET_973310
train,902,PLATELET_273761
train,903,SNE_849046
train,904,IG_472783
train,905,LY_650850
train,906,ERB_15740
train,907,MMY_653295
train,908,EO_555484
train,909,BNE_921875
train,910,EO_223595
train,911,PLATELET_560757
train,912,MO_696431
train,913,BA_642041
train,914,EO_885845
train,915,ERB_863561
train,916,LY_551814
train,917,BNE_125604
train,918,EO_701883
train,919,MMY_244121
train,920,BA_605110
train,921,EO_748589
train,922,BA_32490
train,923,MY_997138
train,924,PLATELET_576839
train,925,MO_125756
train,926,SNE_968237
train,927,SNE_464918
train,928,MO_487630
train,929,EO_244915
train,930,LY_500880
train,931,BNE_331697
train,932,EO_727381
train,933,MY_969898
train,934,BNE_734929
train,935,ERB_424947
train,936,EO_534414
train,937,PLATELET_567401
train,938,MO_512083
train,939,ERB_743072
train,940,EO_568828
train,941,LY_617499
train,942,EO_291138
train,943,BNE_129177
train,944,ERB_523310
train,945,PLATELET_797444
train,946,SNE_36496
train,947,PMY_239956
train,948,ERB_581778
train,949,MY_361524
train,950,PLATELET_261533
train,951,MY_219641
train,952,SNE_209710
train,953,IG_761488
train,954,MO_331436
train,955,SNE_645614
train,956,SNE_773334
train,957,ERB_743555
train,958,PLATELET_538663
train,959,MMY_871312
train,960,IG_783313
train,961,PLATELET_992684
train,962,LY_271375
train,963,BNE_186526
train,964,PLATELET_589098
train,965,ERB_578775
train,966,PLATELET_706678
train,967,MY_504047
train,968,SNE_589271
train,969,PLATELET_395626
train,970,EO_542847
train,971,EO_606439
train,972,MY_571743
train,973,LY_599099
train,974,MMY_733494
train,975,BA_785668
train,976,PLATELET_31079
train,977,BNE_296511
train,978,MO_842297
train,979,BA_284260
train,980,MY_645083
train,981,MO_365265
train,982,SNE_881855
train,983,EO_998173
train,984,SNE_325145
train,985,PMY_363863
train,986,EO_191029
train,987,LY_884721
train,988,MY_418673
train,989,ERB_242349
train,990,PLATELET_387518
train,991,EO_962992
train,992,MO_215092
train,993,IG_365796
train,994,PLATELET_768183
train,995,EO_609525
train,996,MY_566397
train,997,BNE_496407
train,998,EO_772994
train,999,BNE_266388
train,1000,MO_627229
train,1001,MMY_267640
train,1002,PLATELET_110001
train,1003,IG_363386
train,1004,PLATELET_388549
train,1005,SNE_274866
train,1006,ERB_928930
train,1007,PLATELET_533573
train,1008,LY_179009
train,1009,PLATELET_169653
train,1010,MO_902264
train,1011,BA_665657
train,1012,MMY_456339
train,1013,ERB_811278
train,1014,SNE_713759
train,1015,EO_781608
train,1016,LY_962162
train,1017,SNE_531347
train,1018,BNE_191112
train,1019,SNE_522713
train,1020,PMY_915348
train,1021,MO_208200
train,1022,BNE_59753
train,1023,PMY_257815
train,1024,BA_316789
train,1025,MMY_170547
train,1026,MY_774220
train,1027,PLATELET_46022
train,1028,PMY_305520
train,1029,PLATELET_926253
train,1030,PLATELET_243581
train,1031,EO_222702
train,1032,LY_848571
train,1033,EO_894340
train,1034,MMY_458715
train,1035,EO_74399
train,1036,MMY_913911
train,1037,MY_861148
train,1038,SNE_850565
train,1039,MY_126435
train,1040,MMY_76278
train,1041,ERB_934384
train,1042,BA_303637
train,1043,ERB_738102
train,1044,ERB_144101
train,1045,MY_36939
train,1046,MMY_773939
train,1047,EO_350584
train,1048,MO_168211
train,1049,MO_314702
train,1050,PMY_739658
train,1051,EO_274103
train,1052,PLATELET_527338
train,1053,EO_132515
train,1054,BA_227863
train,1055,PLATELET_630984
train,1056,EO_241911
train,1057,LY_69243
train,1058,PMY_792058
train,1059,PLATELET_135260
train,1060,MO_765056
train,1061,ERB_904412
train,1062,LY_829659
train,1063,ERB_482119
train,1064,EO_169682
train,1065,BA_827462
train,1066,SNE_99509
train,1067,ERB_892592
train,1068,EO_699863
train,1069,MY_186930
train,1070,SNE_10429
train,1071,LY_215666
train,1072,BNE_832896
train,1073,LY_670773
train,1074,EO_873756
train,1075,EO_734836
train,1076,MO_845034
train,1077,EO_648225
train,1078,EO_367128
train,1079,BA_89458
train,1080,MY_28857
train,1081,SNE_385589
train,1082,EO_902440
train,1083,LY_479756
train,1084,PLATELET_318148
train,1085,PLATELET_586453
train,1086,ERB_94501
train,1087,LY_893656
train,1088,ERB_284076
train,1089,MY_517512
train,1090,LY_301320
train,1091,MMY_307258
train,1092,BA_936027
train,1093,SNE_70867
train,1094,PLATELET_30439
train,1095,PMY_525476
train,1096,MMY_145204
train,1097,BNE_126596
train,1098,LY_333022
train,1099,BA_271614
train,1100,MO_210928
train,1101,EO_674236
train,1102,MMY_499590
train,1103,MO_37507
train,1104,EO_200824
train,1105,MY_612346
train,1106,EO_223868
train,1107,BNE_172884
train,1108,PLATELET_843809
train,1109,MO_554917
train,1110,BA_197357
train,1111,PMY_654777
train,1112,SNE_153895
train,1113,EO_981363
train,1114,ERB_217606
train,1115,BNE_424919
train,1116,MY_530170
train,1117,MMY_570600
train,1118,ERB_405756
train,1119,EO_28080
train,1120,BNE_113656
train,1121,MY_661357
train,1122,BA_99338
train,1123,EO_637854
train,1124,PLATELET_114225
train,1125,PMY_353239
train,1126,BNE_46642
train,1127,BA_628597
train,1128,BNE_349340
train,1129,BA_241108
train,1130,EO_499434
train,1131,MO_504669
train,1132,PLATELET_129331
train,1133,PMY_745394
train,1134,SNE_260144
train,1135,ERB_796370
train,1136,BNE_96422
train,1137,SNE_253964
train,1138,ERB_453317
train,1139,EO_278121
train,1140,MY_781298
train,1141,EO_161563
train,1142,ERB_331576
train,1143,PLATELET_985050
train,1144,BNE_627505
train,1145,ERB_315572
train,1146,MO_646983
train,1147,PLATELET_93174
train,1148,ERB_883745
train,1149,PLATELET_887584
train,1150,EO_212482
train,1151,PMY_819354
train,1152,PLATELET_324962
train,1153,PLATELET_586542
train,1154,PLATELET_510593
train,1155,MY_845081
train,1156,BNE_159250
train,1157,EO_75419
train,1158,ERB_693360
train,1159,EO_545985
train,1160,EO_970630
train,1161,SNE_66862
train,1162,BNE_598157
train,1163,LY_868217
train,1164,MMY_184824
train,1165,MY_524046
train,1166,BNE_145948
train,1167,SNE_944463
train,1168,PLATELET_455686
train,1169,BA_709347
train,1170,MO_795851
train,1171,EO_874624
train,1172,BNE_620708
train,1173,PLATELET_924640
train,1174,MO_86130
train,1175,LY_31663
train,1176,IG_864662
train,1177,ERB_662329
train,1178,EO_178978
train,1179,BA_816294
train,1180,BNE_808960
train,1181,MMY_17227
train,1182,ERB_933231
train,1183,PLATELET_942258
train,1184,LY_363396
train,1185,PMY_53329
train,1186,EO_287971
train,1187,EO_645824
train,1188,LY_185647
train,1189,PLATELET_157695
train,1190,BA_725408
train,1191,MY_833828
train,1192,PLATELET_941903
train,1193,SNE_73239
train,1194,LY_912598
train,1195,BA_168566
train,1196,SNE_889947
train,1197,BNE_279176
train,1198,MY_985400
train,1199,PLATELET_32922
train,1200,LY_692000
train,1201,EO_344943
train,1202,ERB_139698
train,1203,PLATELET_517596
train,1204,LY_368040
train,1205,ERB_121916
train,1206,SNE_338117
train,1207,MY_924222
train,1208,MO_357657
train,1209,LY_359031
train,1210,MY_647074
train,1211,SNE_556448
train,1212,BNE_801860
train,1213,ERB_663085
train,1214,SNE_376675
train,1215,MO_89959
train,1216,PMY_298992
train,1217,BNE_352014
train,1218,SNE_443512
train,1219,MO_747260
train,1220,PLATELET_514605
train,1221,PLATELET_599126
train,1222,MO_181661
train,1223,MY_827509
train,1224,ERB_2850
train,1225,PLATELET_725671
train,1226,BA_906734
train,1227,EO_945138
train,1228,PLATELET_573089
train,1229,MMY_225888
train,1230,SNE_556621
train,1231,EO_24753
train,1232,BA_348602
train,1233,MMY_712340
train,1234,ERB_305423
train,1235,ERB_708408
train,1236,ERB_878703
train,1237,MY_91439
train,1238,EO_437658
train,1239,EO_273741
train,1240,BA_981874
train,1241,PLATELET_191962
train,1242,PMY_60338
train,1243,MMY_366825
train,1244,MO_898257
train,1245,PLATELET_889102
train,1246,PMY_254816
train,1247,ERB_624420
train,1248,IG_663576
train,1249,BNE_330256
train,1250,EO_482215
train,1251,MY_139124
train,1252,MY_740991
train,1253,MMY_437974
train,1254,SNE_429672
train,1255,BNE_53949
train,1256,EO_234694
train,1257,BNE_564942
train,1258,BA_410010
train,1259,PLATELET_464095
train,1260,SNE_144334
train,1261,MMY_739162
train,1262,PLATELET_829884
train,1263,PLATELET_183418
train,1264,EO_122655
train,1265,PLATELET_398998
train,1266,ERB_840971
train,1267,MY_22578
train,1268,BNE_956356
