split,index,image_id
train,106,benign (395)
train,107,benign (18)
train,108,benign (20)
train,109,benign (89)
train,110,benign (108)
train,111,benign (427)
train,112,benign (33)
train,113,benign (139)
train,114,benign (54)
train,115,benign (433)
train,116,benign (35)
train,117,benign (354)
train,118,malignant (113)
train,119,benign (158)
train,120,benign (174)
train,121,benign (88)
train,122,malignant (200)
train,123,normal (106)
train,124,benign (133)
train,125,benign (72)
train,126,benign (80)
train,127,benign (198)
train,128,normal (100)
train,129,benign (121)
train,130,normal (77)
train,131,benign (336)
train,132,malignant (119)
train,133,normal (90)
train,134,benign (31)
train,135,benign (372)
train,136,normal (27)
train,137,benign (214)
train,138,malignant (105)
train,139,malignant (24)
train,140,benign (32)
train,141,benign (145)
train,142,malignant (36)
train,143,benign (320)
train,144,malignant (95)
train,145,benign (96)
train,146,benign (153)
train,147,benign (324)
train,148,normal (91)
train,149,malignant (153)
train,150,normal (6)
train,151,benign (50)
train,152,normal (98)
train,153,normal (4)
train,154,normal (129)
train,155,benign (206)
train,156,malignant (40)
train,157,normal (64)
train,158,malignant (103)
train,159,normal (53)
train,160,normal (38)
train,161,benign (10)
train,162,benign (62)
train,163,malignant (77)
train,164,malignant (101)
train,165,benign (135)
train,166,malignant (38)
train,167,normal (116)
train,168,normal (108)
train,169,benign (363)
train,170,malignant (17)
train,171,benign (125)
train,172,benign (219)
train,173,malignant (45)
train,174,malignant (168)
train,175,benign (160)
train,176,normal (51)
train,177,normal (130)
train,178,benign (258)
train,179,benign (140)
train,180,normal (113)
train,181,benign (59)
train,182,malignant (6)
train,183,malignant (23)
train,184,benign (84)
train,185,malignant (68)
train,186,benign (156)
train,187,benign (126)
train,188,normal (87)
train,189,benign (387)
train,190,malignant (134)
train,191,normal (26)
train,192,malignant (195)
train,193,benign (321)
train,194,benign (311)
train,195,benign (181)
train,196,malignant (69)
train,197,benign (150)
train,198,benign (436)
train,199,benign (406)
train,200,malignant (15)
train,201,benign (376)
train,202,benign (396)
train,203,malignant (151)
train,204,malignant (126)
train,205,benign (253)
train,206,benign (329)
train,207,benign (94)
train,208,malignant (149)
train,209,benign (199)
train,210,benign (341)
train,211,normal (14)
train,212,malignant (189)
train,213,benign (385)
train,214,benign (217)
train,215,malignant (57)
train,216,benign (256)
train,217,normal (66)
train,218,benign (410)
train,219,benign (364)
train,220,malignant (89)
train,221,normal (93)
train,222,benign (317)
train,223,malignant (53)
train,224,malignant (169)
train,225,benign (2)
train,226,malignant (98)
train,227,normal (72)
train,228,malignant (116)
train,229,benign (111)
train,230,malignant (87)
train,231,malignant (123)
train,232,malignant (44)
train,233,malignant (56)
train,234,benign (51)
train,235,normal (41)
train,236,benign (370)
train,237,benign (122)
train,238,benign (190)
train,239,benign (426)
train,240,benign (224)
train,241,benign (331)
train,242,malignant (199)
train,243,malignant (158)
train,244,benign (232)
train,245,benign (393)
train,246,benign (23)
train,247,normal (132)
train,248,normal (48)
train,249,benign (117)
train,250,benign (7)
train,251,benign (318)
train,252,benign (316)
train,253,normal (102)
train,254,benign (47)
train,255,benign (345)
train,256,malignant (79)
train,257,malignant (35)
train,258,benign (239)
train,259,malignant (67)
train,260,malignant (21)
train,261,malignant (166)
train,262,benign (166)
train,263,normal (29)
train,264,normal (124)
train,265,normal (10)
train,266,benign (330)
train,267,benign (67)
train,268,malignant (176)
train,269,benign (105)
train,270,benign (352)
train,271,normal (42)
train,272,benign (115)
train,273,benign (284)
train,274,benign (177)
train,275,malignant (193)
train,276,benign (328)
train,277,benign (269)
train,278,benign (247)
train,279,benign (220)
train,280,normal (73)
train,281,malignant (102)
train,282,normal (32)
train,283,normal (28)
train,284,benign (44)
train,285,benign (195)
train,286,normal (128)
train,287,malignant (9)
train,288,malignant (162)
train,289,malignant (111)
train,290,benign (249)
train,291,benign (185)
train,292,benign (85)
train,293,benign (423)
train,294,benign (171)
train,295,benign (261)
train,296,benign (78)
train,297,malignant (110)
train,298,benign (288)
train,299,benign (254)
train,300,normal (92)
train,301,malignant (109)
train,302,normal (7)
train,303,malignant (160)
train,304,normal (67)
train,305,benign (412)
train,306,benign (309)
train,307,malignant (173)
train,308,malignant (81)
train,309,normal (99)
train,310,malignant (66)
train,311,benign (398)
train,312,malignant (172)
train,313,benign (144)
train,314,malignant (155)
train,315,benign (400)
train,316,malignant (141)
train,317,malignant (78)
train,318,benign (279)
train,319,benign (263)
train,320,benign (264)
train,321,benign (46)
train,322,normal (86)
train,323,benign (74)
train,324,malignant (128)
train,325,benign (164)
train,326,benign (405)
train,327,benign (142)
train,328,malignant (130)
train,329,benign (292)
train,330,malignant (121)
train,331,benign (413)
train,332,malignant (136)
train,333,malignant (157)
train,334,benign (383)
train,335,benign (242)
train,336,benign (40)
train,337,benign (246)
train,338,normal (115)
train,339,benign (386)
train,340,malignant (124)
train,341,benign (301)
train,342,malignant (2)
train,343,benign (15)
train,344,malignant (142)
train,345,malignant (181)
train,346,malignant (210)
train,347,benign (347)
train,348,benign (235)
train,349,normal (50)
train,350,normal (104)
train,351,benign (424)
train,352,benign (319)
train,353,normal (82)
train,354,benign (202)
train,355,benign (82)
train,356,benign (205)
train,357,malignant (143)
train,358,benign (359)
train,359,malignant (5)
train,360,benign (382)
train,361,benign (223)
train,362,normal (44)
train,363,normal (69)
train,364,malignant (76)
train,365,malignant (106)
train,366,malignant (115)
train,367,benign (257)
train,368,benign (188)
train,369,malignant (16)
train,370,malignant (174)
train,371,malignant (18)
train,372,malignant (185)
train,373,normal (24)
train,374,normal (80)
train,375,malignant (208)
train,376,benign (234)
train,377,malignant (107)
train,378,malignant (100)
train,379,benign (179)
train,380,benign (24)
train,381,malignant (129)
train,382,benign (368)
train,383,malignant (170)
train,384,benign (27)
train,385,benign (90)
train,386,malignant (178)
train,387,benign (390)
train,388,normal (2)
train,389,benign (332)
train,390,normal (49)
train,391,benign (173)
train,392,benign (64)
train,393,benign (389)
train,394,benign (285)
train,395,normal (16)
train,396,benign (124)
train,397,benign (87)
train,398,benign (210)
train,399,benign (434)
train,400,benign (229)
train,401,benign (356)
train,402,benign (9)
train,403,malignant (108)
train,404,benign (101)
train,405,normal (118)
train,406,normal (85)
train,407,benign (326)
train,408,benign (12)
train,409,malignant (146)
train,410,benign (351)
train,411,malignant (203)
train,412,benign (201)
train,413,normal (55)
train,414,malignant (32)
train,415,normal (9)
train,416,benign (155)
train,417,malignant (167)
train,418,normal (19)
train,419,benign (193)
train,420,malignant (82)
train,421,benign (281)
train,422,benign (275)
train,423,malignant (148)
train,424,malignant (205)
train,425,benign (303)
train,426,benign (366)
train,427,benign (277)
train,428,benign (99)
train,429,benign (68)
train,430,malignant (207)
train,431,benign (189)
train,432,benign (17)
train,433,benign (415)
train,434,benign (250)
train,435,benign (290)
train,436,malignant (1)
train,437,normal (84)
train,438,benign (30)
train,439,malignant (197)
train,440,benign (204)
train,441,benign (310)
train,442,benign (127)
train,443,malignant (3)
train,444,benign (337)
train,445,normal (78)
train,446,malignant (135)
train,447,malignant (152)
train,448,normal (39)
train,449,benign (36)
train,450,benign (227)
train,451,benign (338)
train,452,normal (81)
train,453,benign (26)
train,454,malignant (43)
train,455,benign (305)
train,456,benign (358)
train,457,benign (196)
train,458,normal (25)
train,459,benign (240)
train,460,benign (236)
train,461,benign (192)
train,462,benign (132)
train,463,benign (373)
train,464,malignant (30)
train,465,benign (361)
train,466,benign (401)
train,467,malignant (29)
train,468,benign (103)
train,469,benign (397)
train,470,normal (97)
train,471,malignant (137)
train,472,malignant (4)
train,473,normal (88)
train,474,benign (343)
train,475,malignant (75)
train,476,normal (112)
train,477,normal (43)
train,478,malignant (88)
train,479,benign (118)
train,480,benign (170)
train,481,benign (42)
train,482,normal (21)
train,483,malignant (70)
train,484,normal (59)
train,485,normal (52)
train,486,normal (37)
train,487,benign (431)
train,488,benign (299)
train,489,malignant (19)
train,490,malignant (122)
train,491,benign (22)
train,492,malignant (52)
train,493,benign (278)
train,494,benign (28)
train,495,benign (377)
train,496,malignant (25)
train,497,benign (374)
train,498,normal (121)
train,499,normal (47)
train,500,benign (191)
train,501,benign (148)
train,502,malignant (85)
train,503,malignant (71)
train,504,normal (119)
train,505,normal (83)
train,506,benign (312)
train,507,malignant (46)
train,508,normal (17)
train,509,benign (230)
train,510,benign (141)
train,511,benign (315)
train,512,benign (66)
train,513,benign (43)
train,514,benign (29)
train,515,benign (162)
train,516,malignant (191)
train,517,benign (300)
train,518,malignant (72)
train,519,benign (81)
train,520,benign (203)
train,521,malignant (114)
train,522,benign (106)
train,523,benign (342)
train,524,benign (298)
train,525,normal (74)
train,526,benign (369)
train,527,malignant (80)
train,528,benign (130)
train,529,normal (117)
train,530,normal (3)
train,531,benign (379)
train,532,benign (409)
train,533,benign (212)
train,534,malignant (13)
train,535,benign (73)
train,536,malignant (112)
train,537,malignant (196)
train,538,benign (421)
train,539,benign (169)
train,540,benign (157)
train,541,benign (134)
train,542,benign (334)
train,543,benign (266)
train,544,normal (123)
train,545,malignant (42)
val,0,malignant (54)
val,1,normal (57)
val,2,normal (31)
val,3,malignant (39)
val,4,normal (125)
val,5,benign (304)
val,6,normal (71)
val,7,benign (60)
val,8,normal (133)
val,9,benign (136)
val,10,normal (56)
val,11,malignant (84)
val,12,normal (54)
val,13,benign (425)
val,14,malignant (179)
val,15,normal (127)
val,16,benign (37)
val,17,benign (163)
val,18,malignant (198)
val,19,normal (76)
val,20,malignant (132)
val,21,benign (282)
val,22,benign (353)
val,23,normal (109)
val,24,malignant (93)
val,25,benign (291)
val,26,benign (48)
val,27,normal (36)
val,28,malignant (104)
val,29,benign (55)
val,30,malignant (60)
val,31,benign (218)
val,32,benign (14)
val,33,malignant (97)
val,34,benign (113)
val,35,benign (307)
val,36,benign (21)
val,37,benign (349)
val,38,benign (357)
val,39,benign (414)
val,40,benign (61)
val,41,benign (392)
val,42,benign (297)
val,43,normal (62)
val,44,malignant (192)
val,45,malignant (99)
val,46,normal (5)
val,47,malignant (206)
val,48,benign (262)
val,49,malignant (92)
val,50,benign (112)
val,51,normal (34)
val,52,benign (408)
val,53,normal (103)
val,54,benign (137)
val,55,benign (91)
val,56,benign (348)
val,57,benign (215)
val,58,benign (265)
val,59,malignant (55)
val,60,benign (92)
val,61,benign (231)
val,62,benign (109)
val,63,malignant (31)
val,64,benign (367)
val,65,normal (96)
val,66,malignant (171)
val,67,malignant (187)
val,68,normal (79)
val,69,benign (207)
val,70,benign (180)
val,71,malignant (177)
val,72,benign (429)
val,73,malignant (90)
val,74,malignant (8)
val,75,benign (327)
val,76,benign (233)
val,77,normal (110)
test,0,malignant (161)
test,1,benign (355)
test,2,benign (25)
test,3,benign (420)
test,4,benign (365)
test,5,benign (159)
test,6,malignant (183)
test,7,malignant (51)
test,8,benign (228)
test,9,benign (380)
test,10,malignant (7)
test,11,malignant (37)
test,12,normal (46)
test,13,malignant (86)
test,14,benign (194)
test,15,malignant (180)
test,16,benign (391)
test,17,benign (322)
test,18,benign (251)
test,19,benign (335)
test,20,malignant (118)
test,21,benign (273)
test,22,benign (432)
test,23,malignant (139)
test,24,malignant (58)
test,25,benign (272)
test,26,malignant (159)
test,27,benign (384)
test,28,benign (19)
test,29,benign (34)
test,30,benign (418)
test,31,benign (172)
test,32,benign (110)
test,33,benign (350)
test,34,benign (11)
test,35,malignant (117)
test,36,benign (241)
test,37,benign (226)
test,38,malignant (14)
test,39,benign (221)
test,40,malignant (11)
test,41,normal (40)
test,42,malignant (140)
test,43,normal (61)
test,44,malignant (94)
test,45,malignant (62)
test,46,benign (5)
test,47,normal (63)
test,48,malignant (10)
test,49,normal (120)
test,50,benign (267)
test,51,normal (23)
test,52,benign (402)
test,53,benign (16)
test,54,benign (237)
test,55,malignant (50)
test,56,normal (70)
test,57,benign (286)
test,58,malignant (182)
test,59,normal (107)
test,60,normal (65)
test,61,benign (4)
test,62,normal (111)
test,63,benign (339)
test,64,benign (404)
test,65,benign (255)
test,66,benign (76)
test,67,benign (53)
test,68,malignant (74)
test,69,benign (161)
test,70,benign (271)
test,71,normal (58)
test,72,normal (1)
test,73,benign (344)
test,74,benign (146)
test,75,benign (123)
test,76,malignant (145)
test,77,malignant (186)
test,78,benign (238)
test,79,benign (411)
test,80,benign (260)
test,81,normal (68)
test,82,benign (417)
test,83,benign (346)
test,84,benign (399)
test,85,malignant (26)
test,86,normal (15)
test,87,benign (184)
test,88,benign (175)
test,89,benign (323)
test,90,benign (208)
test,91,benign (371)
test,92,benign (39)
test,93,benign (200)
test,94,normal (12)
test,95,malignant (120)
test,96,normal (114)
test,97,benign (225)
test,98,benign (276)
test,99,benign (107)
test,100,normal (35)
test,101,benign (381)
test,102,benign (70)
test,103,benign (340)
test,104,malignant (34)
test,105,benign (57)
test,106,malignant (175)
test,107,malignant (204)
test,108,benign (71)
test,109,benign (168)
test,110,malignant (188)
test,111,normal (30)
test,112,malignant (133)
test,113,benign (83)
test,114,malignant (202)
test,115,benign (13)
test,116,benign (63)
test,117,benign (98)
test,118,benign (45)
test,119,malignant (41)
test,120,malignant (28)
test,121,benign (211)
test,122,benign (209)
test,123,malignant (12)
test,124,benign (86)
test,125,normal (101)
test,126,malignant (165)
test,127,malignant (27)
test,128,malignant (65)
test,129,benign (294)
test,130,benign (143)
test,131,benign (394)
test,132,malignant (138)
test,133,benign (8)
test,134,benign (3)
test,135,malignant (154)
test,136,normal (122)
test,137,benign (69)
test,138,malignant (131)
test,139,benign (388)
test,140,benign (187)
test,141,malignant (194)
test,142,benign (248)
test,143,benign (435)
test,144,benign (41)
test,145,benign (147)
test,146,benign (149)
test,147,benign (154)
test,148,normal (20)
test,149,benign (333)
test,150,malignant (150)
test,151,normal (11)
test,152,benign (268)
test,153,malignant (209)
test,154,benign (77)
test,155,benign (308)
